"row_id","nivel_demanda_digital","career_span","years_since_last_release","num_releases","releases_cap20","log_tracks_last_release","genres_raw_original","genres_raw_clean","genres_ollama_input","sin_genero"
65,"demanda_media",25,1,20,1,0.301029995663981,"boy band","boy band","Music genres: boy band",0
66,"demanda_media",4,4,11,0,0.602059991327962,"acid techno, italian techno","acid techno, italian techno","Music genres: acid techno, italian techno",0
67,"demanda_media",12,0,20,1,1.11394335230684,"alternative hip hop, hip hop, instrumental hip hop, north carolina hip hop","alternative hip hop, hip hop, instrumental hip hop, north carolina hip hop","Music genres: alternative hip hop, hip hop, instrumental hip hop, north carolina hip hop",0
68,"demanda_media",6,0,15,0,0.301029995663981,"brooklyn indie, chill dream pop","brooklyn indie, chill dream pop","Music genres: brooklyn indie, chill dream pop",0
69,"demanda_alta",8,0,20,1,0.301029995663981,"melodic rap, rap, trap","melodic rap, rap, trap","Music genres: melodic rap, rap, trap",0
70,"demanda_media",9,1,20,1,0.301029995663981,"neo mellow, piano rock, pop rock, viral pop","neo mellow, piano rock, pop rock, viral pop","Music genres: neo mellow, piano rock, pop rock, viral pop",0
71,"demanda_alta",26,8,11,0,0.602059991327962,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop","conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop","Music genres: conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop",0
72,"demanda_alta",37,2,20,1,0.477121254719662,"new romantic, new wave, new wave pop, permanent wave, synthpop","new romantic, new wave, new wave pop, permanent wave, synthpop","Music genres: new romantic, new wave, new wave pop, permanent wave, synthpop",0
73,"demanda_alta",10,0,20,1,0.602059991327962,"canadian electronic, edm, electro house, electronic trap, fidget house, house, turntablism","canadian electronic, edm, electro house, electronic trap, fidget house, house, turntablism","Music genres: canadian electronic, edm, electro house, electronic trap, fidget house, house, turntablism",0
74,"demanda_alta",1,0,20,1,0.903089986991944,"filmi","filmi","Music genres: filmi",0
75,"demanda_media",5,20,20,1,0.845098040014257,"bubblegum dance, dance pop, europop","bubblegum dance, dance pop, europop","Music genres: bubblegum dance, dance pop, europop",0
76,"demanda_alta",10,1,20,1,0.301029995663981,"hip hop, pop rap, rap, southern hip hop, trap","hip hop, pop rap, rap, southern hip hop, trap","Music genres: hip hop, pop rap, rap, southern hip hop, trap",0
77,"demanda_alta",13,0,20,1,0.602059991327962,"east coast hip hop, hip hop, rap, trap","east coast hip hop, hip hop, rap, trap","Music genres: east coast hip hop, hip hop, rap, trap",0
78,"demanda_media",13,1,11,0,0.301029995663981,"boy band","boy band","Music genres: boy band",0
79,"demanda_media",3,0,20,1,0.301029995663981,"swedish hip hop, swedish trap pop","swedish hip hop, swedish trap pop","Music genres: swedish hip hop, swedish trap pop",0
80,"demanda_alta",2,0,20,1,0.477121254719662,"pop dance, scandipop, uk dance","pop dance, scandipop, uk dance","Music genres: pop dance, scandipop, uk dance",0
81,"demanda_media",5,0,20,1,0.477121254719662,"christian hip hop, christian pop, christian trap","christian hip hop, christian pop, christian trap","Music genres: christian hip hop, christian pop, christian trap",0
82,"demanda_media",7,0,11,0,0.301029995663981,"chill guitar","chill guitar","Music genres: chill guitar",0
83,"demanda_alta",7,0,8,0,0.477121254719662,"souldies","souldies","Music genres: souldies",0
84,"demanda_alta",6,0,20,1,0.301029995663981,"conscious hip hop","conscious hip hop","Music genres: conscious hip hop",0
85,"demanda_media",2,1,7,0,0.301029995663981," country , rock , modern ","country , rock , modern","Music genres: country , rock , modern",0
86,"demanda_media",57,1,20,1,0.301029995663981," soul ","soul","Music genres: soul",0
87,"demanda_media",2,0,2,0,0.301029995663981," rock ","rock","Music genres: rock",0
88,"demanda_media",4,0,20,1,0.301029995663981,"ambient guitar","ambient guitar","Music genres: ambient guitar",0
89,"demanda_media",12,1,18,0,0.301029995663981,"conscious hip hop, hip hop, rap","conscious hip hop, hip hop, rap","Music genres: conscious hip hop, hip hop, rap",0
90,"demanda_media",5,0,20,1,0.301029995663981,"k-pop, k-pop boy group","k-pop, k-pop boy group","Music genres: k-pop, k-pop boy group",0
91,"demanda_alta",51,0,18,0,0.477121254719662,"europop, swedish pop","europop, swedish pop","Music genres: europop, swedish pop",0
92,"demanda_media",3,0,10,0,0.301029995663981,"modern country pop","modern country pop","Music genres: modern country pop",0
93,"demanda_media",5,0,20,1,0.477121254719662,"432hz","432hz","Music genres: 432hz",0
94,"demanda_media",6,0,20,1,0.301029995663981,"singer-songwriter pop","singer-songwriter pop","Music genres: singer-songwriter pop",0
95,"demanda_media",1,1,5,0,0.301029995663981," jazz ","jazz","Music genres: jazz",0
96,"demanda_media",2,1,6,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
97,"demanda_media",9,0,20,1,0.301029995663981,"desi hip hop","desi hip hop","Music genres: desi hip hop",0
98,"demanda_media",3,0,20,1,0.301029995663981,"desi pop","desi pop","Music genres: desi pop",0
99,"demanda_media",23,0,20,1,0.301029995663981,"belgian death metal, belgian metal, brutal death metal, death metal, deathgrind, goregrind, grindcore, technical death metal","belgian death metal, belgian metal, brutal death metal, death metal, deathgrind, goregrind, grindcore, technical death metal","Music genres: belgian death metal, belgian metal, brutal death metal, death metal, deathgrind, goregrind, grindcore, technical death metal",0
100,"demanda_media",18,0,20,1,1.14612803567824,"edm, progressive house, progressive trance, trance, uplifting trance","edm, progressive house, progressive trance, trance, uplifting trance","Music genres: edm, progressive house, progressive trance, trance, uplifting trance",0
101,"demanda_media",4,0,20,1,0.301029995663981,"grime, uk drill, uk hip hop","grime, uk drill, uk hip hop","Music genres: grime, uk drill, uk hip hop",0
102,"demanda_media",4,1,14,0,0.301029995663981,"fort worth indie","fort worth indie","Music genres: fort worth indie",0
103,"demanda_media",7,0,20,1,0.301029995663981,"bass house, brostep, electro house, fidget house","bass house, brostep, electro house, fidget house","Music genres: bass house, brostep, electro house, fidget house",0
104,"demanda_alta",44,4,20,1,1,"australian rock, hard rock, rock","australian rock, hard rock, rock","Music genres: australian rock, hard rock, rock",0
105,"demanda_media",3,0,20,1,0.301029995663981,"brostep, dubstep, gaming dubstep","brostep, dubstep, gaming dubstep","Music genres: brostep, dubstep, gaming dubstep",0
106,"demanda_alta",31,1,20,1,0.602059991327962,"eurodance, europop, new wave pop","eurodance, europop, new wave pop","Music genres: eurodance, europop, new wave pop",0
107,"demanda_media",10,0,20,1,0.477121254719662,"experimental techno","experimental techno","Music genres: experimental techno",0
108,"demanda_media",11,1,20,1,0.301029995663981,"organic electronic, organic house","organic electronic, organic house","Music genres: organic electronic, organic house",0
109,"demanda_media",9,0,19,0,0.698970004336019,"seattle indie","seattle indie","Music genres: seattle indie",0
110,"demanda_media",6,1,20,1,0.477121254719662,"k-indie, korean pop","k-indie, korean pop","Music genres: k-indie, korean pop",0
111,"demanda_alta",5,0,20,1,0.301029995663981,"pop dance, tech house","pop dance, tech house","Music genres: pop dance, tech house",0
112,"demanda_media",7,0,20,1,0.301029995663981,"rawstyle","rawstyle","Music genres: rawstyle",0
113,"demanda_media",12,1,20,1,0.301029995663981,"alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop","alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop","Music genres: alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop",0
114,"demanda_media",14,0,20,1,0.602059991327962,"deconstructed club, fluxwork, hauntology, intelligent dance music, microhouse, outsider house, wonky","deconstructed club, fluxwork, hauntology, intelligent dance music, microhouse, outsider house, wonky","Music genres: deconstructed club, fluxwork, hauntology, intelligent dance music, microhouse, outsider house, wonky",0
115,"demanda_media",13,0,20,1,0.301029995663981,"naija worship","naija worship","Music genres: naija worship",0
116,"demanda_media",3,0,20,1,0.301029995663981,"swedish hip hop, swedish trap pop","swedish hip hop, swedish trap pop","Music genres: swedish hip hop, swedish trap pop",0
117,"demanda_media",22,0,20,1,0.477121254719662,"dark techno, minimal techno, raw techno, schranz, swedish electronic, swedish techno, techno","dark techno, minimal techno, raw techno, schranz, swedish electronic, swedish techno, techno","Music genres: dark techno, minimal techno, raw techno, schranz, swedish electronic, swedish techno, techno",0
118,"demanda_baja",4,1,6,0,0.602059991327962,"kentucky roots","kentucky roots","Music genres: kentucky roots",0
119,"demanda_media",14,1,20,1,0.301029995663981,"dance pop, idol, pop, post-teen pop","dance pop, idol, pop, post-teen pop","Music genres: dance pop, idol, pop, post-teen pop",0
120,"demanda_media",3,0,20,1,0.301029995663981,"indie pop, modern indie folk, new jersey indie","indie pop, modern indie folk, new jersey indie","Music genres: indie pop, modern indie folk, new jersey indie",0
121,"demanda_media",20,4,7,0,0.698970004336019,"broadway, hollywood, show tunes","broadway, hollywood, show tunes","Music genres: broadway, hollywood, show tunes",0
122,"demanda_media",7,0,20,1,0.477121254719662,"melodic house","melodic house","Music genres: melodic house",0
123,"demanda_media",4,0,13,0,0.301029995663981," classical , dance , house , edm , pop ","classical , dance , house , edm , pop","Music genres: classical , dance , house , edm , pop",0
124,"demanda_media",7,0,20,1,0.301029995663981," rock , edm ","rock , edm","Music genres: rock , edm",0
125,"demanda_media",3,1,11,0,0.477121254719662,"chill guitar","chill guitar","Music genres: chill guitar",0
126,"demanda_alta",7,0,20,1,0.301029995663981,"afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop","afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop","Music genres: afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop",0
127,"demanda_media",5,0,20,1,0.301029995663981,"swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop","swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop","Music genres: swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",0
128,"demanda_alta",13,3,15,0,0.301029995663981,"british soul, pop, pop soul, uk pop","british soul, pop, pop soul, uk pop","Music genres: british soul, pop, pop soul, uk pop",0
129,"demanda_media",15,0,20,1,0.778151250383644,"alternative metal, post-grunge","alternative metal, post-grunge","Music genres: alternative metal, post-grunge",0
130,"demanda_media",1,0,4,0,0.778151250383644," singer-songwriter ","singer-songwriter","Music genres: singer-songwriter",0
131,"demanda_media",8,0,13,0,0.301029995663981,"alternative americana, black americana, folk, roots rock","alternative americana, black americana, folk, roots rock","Music genres: alternative americana, black americana, folk, roots rock",0
132,"demanda_baja",7,1,18,0,0.602059991327962,"italian techno","italian techno","Music genres: italian techno",0
133,"demanda_media",2,0,20,1,0.301029995663981,"rawstyle, xtra raw","rawstyle, xtra raw","Music genres: rawstyle, xtra raw",0
134,"demanda_baja",5,0,9,0,0.301029995663981," americana ","americana","Music genres: americana",0
135,"demanda_media",5,1,12,0,0.698970004336019,"chillsynth","chillsynth","Music genres: chillsynth",0
136,"demanda_alta",2,0,20,1,0.301029995663981,"japanese teen pop","japanese teen pop","Music genres: japanese teen pop",0
137,"demanda_baja",2,0,7,0,0.301029995663981," pop ","pop","Music genres: pop",0
138,"demanda_media",6,1,10,0,0.845098040014257,"k-indie, korean city pop, korean dream pop, korean electropop, korean indie rock","k-indie, korean city pop, korean dream pop, korean electropop, korean indie rock","Music genres: k-indie, korean city pop, korean dream pop, korean electropop, korean indie rock",0
139,"demanda_media",4,0,20,1,0.301029995663981,"classic hardstyle, euphoric hardstyle, rawstyle","classic hardstyle, euphoric hardstyle, rawstyle","Music genres: classic hardstyle, euphoric hardstyle, rawstyle",0
140,"demanda_media",17,1,18,0,0.845098040014257," soul , latin , romantic ","soul , latin , romantic","Music genres: soul , latin , romantic",0
141,"demanda_alta",10,0,13,0,0.301029995663981,"countrygaze, indie pop, small room","countrygaze, indie pop, small room","Music genres: countrygaze, indie pop, small room",0
142,"demanda_media",10,0,20,1,0.301029995663981,"deep disco house, melodic house, melodic techno, swiss house","deep disco house, melodic house, melodic techno, swiss house","Music genres: deep disco house, melodic house, melodic techno, swiss house",0
143,"demanda_media",8,0,20,1,0.301029995663981,"brostep, canadian electronic, complextro, edm, electro house, filthstep, melodic dubstep, pop dance","brostep, canadian electronic, complextro, edm, electro house, filthstep, melodic dubstep, pop dance","Music genres: brostep, canadian electronic, complextro, edm, electro house, filthstep, melodic dubstep, pop dance",0
144,"demanda_alta",46,2,20,1,1,"album rock, classic rock, hard rock, rock","album rock, classic rock, hard rock, rock","Music genres: album rock, classic rock, hard rock, rock",0
145,"demanda_baja",3,1,10,0,0.301029995663981,"raboday","raboday","Music genres: raboday",0
146,"demanda_alta",14,0,20,1,0.301029995663981,"big room, dance pop, dutch house, edm, electro house, pop dance","big room, dance pop, dutch house, edm, electro house, pop dance","Music genres: big room, dance pop, dutch house, edm, electro house, pop dance",0
147,"demanda_baja",9,1,11,0,0.301029995663981,"musique tchadienne","musique tchadienne","Music genres: musique tchadienne",0
148,"demanda_media",2,0,20,1,0.301029995663981,"euphoric hardstyle, rawstyle","euphoric hardstyle, rawstyle","Music genres: euphoric hardstyle, rawstyle",0
149,"demanda_media",4,0,20,1,0.301029995663981,"indie hip hop","indie hip hop","Music genres: indie hip hop",0
150,"demanda_media",1,0,20,1,0.301029995663981," ambient ","ambient","Music genres: ambient",0
151,"demanda_alta",8,0,20,1,0.301029995663981,"neon pop punk, pixie, pop punk","neon pop punk, pixie, pop punk","Music genres: neon pop punk, pixie, pop punk",0
152,"demanda_baja",7,0,9,0,0.778151250383644," singer-songwriter , country , folk ","singer-songwriter , country , folk","Music genres: singer-songwriter , country , folk",0
153,"demanda_baja",2,0,6,0,0.301029995663981,"neue neue deutsche welle","neue neue deutsche welle","Music genres: neue neue deutsche welle",0
154,"demanda_media",2,0,6,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
155,"demanda_alta",6,0,20,1,0.301029995663981," dance , house ","dance , house","Music genres: dance , house",0
156,"demanda_media",33,1,11,0,1.32221929473392,"bubble trance","bubble trance","Music genres: bubble trance",0
157,"demanda_media",7,0,10,0,0.477121254719662,"background music","background music","Music genres: background music",0
158,"demanda_media",10,0,20,1,0.698970004336019,"italian techno, melodic house","italian techno, melodic house","Music genres: italian techno, melodic house",0
159,"demanda_alta",7,1,4,0,0.301029995663981,"k-rap","k-rap","Music genres: k-rap",0
160,"demanda_media",9,0,18,0,0.477121254719662,"experimental club","experimental club","Music genres: experimental club",0
161,"demanda_media",7,1,20,1,0.301029995663981,"canadian folk","canadian folk","Music genres: canadian folk",0
162,"demanda_media",5,0,16,0,0.301029995663981,"chill abstract hip hop, indie hip hop","chill abstract hip hop, indie hip hop","Music genres: chill abstract hip hop, indie hip hop",0
163,"demanda_media",12,0,20,1,0.301029995663981,"arab pop, egyptian pop, shaabi","arab pop, egyptian pop, shaabi","Music genres: arab pop, egyptian pop, shaabi",0
164,"demanda_media",8,0,20,1,0.477121254719662,"joseon pop, korean singer-songwriter","joseon pop, korean singer-songwriter","Music genres: joseon pop, korean singer-songwriter",0
165,"demanda_media",9,0,20,1,0.477121254719662,"k-pop","k-pop","Music genres: k-pop",0
166,"demanda_baja",5,0,19,0,0.301029995663981,"irish pop","irish pop","Music genres: irish pop",0
167,"demanda_media",4,0,16,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
168,"demanda_alta",39,5,20,1,1.04139268515823,"soft rock","soft rock","Music genres: soft rock",0
169,"demanda_media",6,0,8,0,0.602059991327962,"sleep","sleep","Music genres: sleep",0
170,"demanda_baja",0,1,7,0,0.477121254719662," ambient ","ambient","Music genres: ambient",0
171,"demanda_media",3,0,20,1,0.301029995663981,"urbano espanol","urbano espanol","Music genres: urbano espanol",0
172,"demanda_baja",9,0,20,1,0.602059991327962,"uk tech house","uk tech house","Music genres: uk tech house",0
173,"demanda_media",5,0,20,1,0.301029995663981,"alt z, singer-songwriter pop, teen pop","alt z, singer-songwriter pop, teen pop","Music genres: alt z, singer-songwriter pop, teen pop",0
174,"demanda_media",3,0,20,1,0.301029995663981,"afrobeats, nigerian pop","afrobeats, nigerian pop","Music genres: afrobeats, nigerian pop",0
175,"demanda_alta",10,1,20,1,0.301029995663981,"pov: indie","pov: indie","Music genres: pov: indie",0
176,"demanda_media",4,0,14,0,0.301029995663981,"magyar alternative","magyar alternative","Music genres: magyar alternative",0
177,"demanda_media",7,0,20,1,0.301029995663981,"chillstep, substep","chillstep, substep","Music genres: chillstep, substep",0
178,"demanda_media",13,1,20,1,0.301029995663981,"kasi rap, south african hip hop, south african pop","kasi rap, south african hip hop, south african pop","Music genres: kasi rap, south african hip hop, south african pop",0
179,"demanda_media",9,1,20,1,1.20411998265592,"compositional ambient, j-ambient, japanese classical, japanese piano","compositional ambient, j-ambient, japanese classical, japanese piano","Music genres: compositional ambient, j-ambient, japanese classical, japanese piano",0
180,"demanda_media",8,0,7,0,0.698970004336019,"turkish electronic","turkish electronic","Music genres: turkish electronic",0
181,"demanda_media",7,0,19,0,0.698970004336019,"christian hip hop, christian trap","christian hip hop, christian trap","Music genres: christian hip hop, christian trap",0
182,"demanda_alta",18,1,20,1,0.301029995663981,"dance pop","dance pop","Music genres: dance pop",0
183,"demanda_media",5,1,20,1,0.301029995663981," classical , contemporary ","classical , contemporary","Music genres: classical , contemporary",0
184,"demanda_alta",47,2,20,1,1.04139268515823,"classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul","classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul","Music genres: classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul",0
185,"demanda_media",3,0,20,1,0.301029995663981,"syrian hip hop","syrian hip hop","Music genres: syrian hip hop",0
186,"demanda_baja",5,0,20,1,0.301029995663981,"indie hip hop","indie hip hop","Music genres: indie hip hop",0
187,"demanda_baja",3,0,20,1,0.301029995663981," classical , traditional ","classical , traditional","Music genres: classical , traditional",0
188,"demanda_media",8,1,20,1,0.301029995663981,"lovers rock, riddim","lovers rock, riddim","Music genres: lovers rock, riddim",0
189,"demanda_media",12,3,7,0,0.301029995663981,"hollywood","hollywood","Music genres: hollywood",0
190,"demanda_alta",6,0,20,1,0.301029995663981,"electro house","electro house","Music genres: electro house",0
191,"demanda_media",3,1,20,1,0.301029995663981,"contemporary country, country pop, modern country pop","contemporary country, country pop, modern country pop","Music genres: contemporary country, country pop, modern country pop",0
192,"demanda_media",30,5,11,0,0.477121254719662,"classic canadian rock","classic canadian rock","Music genres: classic canadian rock",0
193,"demanda_baja",11,0,19,0,0.301029995663981,"british classical piano","british classical piano","Music genres: british classical piano",0
194,"demanda_media",8,0,20,1,0.602059991327962,"pastoral","pastoral","Music genres: pastoral",0
195,"demanda_media",2,0,6,0,0.301029995663981,"528hz, calming instrumental","528hz, calming instrumental","Music genres: 528hz, calming instrumental",0
